variable,included_mean,included_median,excluded_mean,excluded_median,standardized_mean_difference
forest_fraction,0.9153385987365971,0.9374237954616547,0.8544155626542984,0.8466340005397797,0.6742004607771018
peat_extent_percent,10.847996637713646,0.0,13.985119047619047,0.0,-0.11098291633087082
chirps_precip_7d_mm,25.00056324779302,17.00279426574707,26.03782741426706,20.276514053344727,-0.03834502185391161
chirps_precip_30d_mm,141.91719309023054,124.04457473754883,139.81488584005643,118.36283111572266,0.0216669359341723
evi_prefire,0.5508392409792833,0.5516999959945679,0.551066686628416,0.5533500015735626,-0.003173073508134124
era5_vpd_mean_72h_kpa,0.7267775653669774,0.6847960336999902,0.7510157641472618,0.6946080438089004,-0.08040632788786363
era5_wind_max_24h_ms,1.9512082467105962,1.7361422977867034,2.0618363871147802,1.827969626247363,-0.1276858767229737
era5_rootzone_soil_water_mean_72h,0.35043200545439973,0.3633955139584011,0.336212718503185,0.34831314510769307,0.17912322920702503
pre_natural_fraction,0.889433526379294,0.90689335,0.7192227110179403,0.71589130525,1.0199174310052495
